Points,O.Points,Assists,O.Assists,Blocks,O.Blocks,DefensiveRebounds,O.DefensiveRebounds,Fouls,O.Fouls,FreeThrowsAttempted,O.FreeThrowsAttempted,FreeThrowsMade,O.FreeThrowsMade,OffensiveRebounds,O.OffensiveRebounds,Steals,O.Steals,ThreePointersAttempted,O.ThreePointersAttempted,ThreePointersMade,O.ThreePointersMade,Turnovers,O.Turnovers,TwoPointersMade,TwoPointersAttempted,O.TwoPointersMade,O.TwoPointersAttempted
103,99,21,13,3,2,38,31,16,28,40,19,34,12,11,12,7,8,11,29,5,9,13,11,27,68,30,64
90,93,24,13,4,6,25,26,26,13,7,30,5,25,16,9,6,7,20,12,7,4,11,12,32,69,28,57
77,84,17,21,3,5,35,39,15,16,16,11,14,8,10,12,6,9,15,32,3,8,12,13,27,67,26,55
90,100,24,19,2,2,25,30,21,20,24,21,20,19,9,15,7,8,14,16,4,7,15,13,29,61,30,68
104,92,23,24,8,2,37,29,19,26,36,21,27,14,15,18,8,8,17,15,7,4,16,10,28,62,33,81
128,118,22,22,8,7,36,28,22,31,49,34,36,31,14,11,12,12,20,31,6,11,19,17,37,67,27,59
105,108,21,14,0,3,21,25,30,26,40,35,33,29,7,8,11,7,11,13,4,5,21,21,30,56,32,57
98,108,23,20,3,4,29,24,21,24,33,20,26,16,9,20,6,8,18,21,6,8,13,10,27,51,34,73
101,86,27,25,2,1,36,30,22,17,18,23,13,19,9,5,5,6,17,20,8,7,14,17,32,63,23,50
91,72,23,13,9,7,34,26,24,22,17,24,13,19,20,17,8,8,18,8,6,3,17,15,30,67,22,70
89,98,24,32,4,4,22,27,12,18,17,14,11,12,17,7,8,7,8,17,2,6,13,16,36,75,34,54
98,84,18,13,4,1,22,20,23,20,26,22,21,17,12,14,10,8,21,13,11,3,14,17,22,47,29,58
113,102,27,26,4,3,38,32,12,16,19,17,13,13,4,13,4,9,16,17,8,5,14,10,38,64,37,77
77,90,19,23,2,9,30,27,17,21,17,20,11,19,15,7,3,9,16,17,2,7,16,13,30,60,25,56
84,97,17,23,3,6,31,29,19,19,33,23,25,19,9,14,9,7,11,17,1,6,19,15,28,59,30,66
77,96,18,20,0,4,30,38,24,15,17,26,14,19,13,3,12,5,11,16,3,9,10,21,27,79,25,49
106,99,23,19,0,3,29,20,22,25,39,19,29,17,9,15,9,10,19,14,9,4,21,12,25,45,35,74
99,74,23,12,4,3,32,25,23,20,20,24,19,18,8,12,8,5,16,11,10,0,14,13,25,52,28,60
83,92,15,23,2,9,34,35,19,16,15,21,11,9,7,11,5,11,9,15,2,3,17,10,33,68,37,68
96,103,17,18,7,3,21,34,22,24,28,38,22,32,12,10,8,7,14,15,6,5,10,15,28,68,28,55
102,77,25,14,6,3,40,36,23,12,10,25,6,22,16,7,8,3,36,18,12,3,9,12,30,59,23,58
103,107,27,28,1,5,29,29,24,18,20,30,16,23,12,7,5,6,16,13,5,6,11,8,36,70,33,61
91,92,29,22,4,7,33,33,20,19,18,22,12,19,7,7,4,4,17,7,5,3,11,14,32,64,32,69
76,91,20,20,7,6,35,32,24,19,27,33,15,17,10,20,10,11,17,14,5,6,18,14,23,59,28,70
113,103,20,24,5,5,27,30,25,23,33,27,28,26,13,10,10,5,18,27,9,13,8,19,29,68,19,49
83,86,17,19,8,4,35,35,25,13,18,34,16,23,6,16,6,6,27,19,9,5,12,12,20,50,24,58
109,90,36,12,7,4,37,31,19,18,21,17,17,9,13,15,11,7,19,28,6,9,13,16,37,70,27,67
86,95,18,19,2,6,32,32,26,17,27,32,18,26,12,5,10,8,18,11,6,5,21,13,25,59,27,60
110,116,28,23,3,6,25,28,24,30,31,27,26,26,7,13,7,4,11,10,4,6,9,14,36,67,36,71
99,93,26,21,7,6,28,24,20,20,22,23,16,18,14,14,8,5,19,13,9,5,14,10,28,55,30,68
104,97,23,18,2,2,25,20,19,20,14,18,12,16,12,11,5,13,16,22,8,7,21,16,34,61,30,57
110,126,22,30,2,10,27,26,19,25,32,27,23,20,17,3,8,8,14,18,7,10,16,10,33,71,38,63
109,106,26,27,10,7,32,28,27,29,35,39,26,25,9,10,6,5,18,12,7,5,9,12,31,59,33,63
86,90,17,24,5,4,38,37,20,16,17,28,13,16,13,4,5,8,28,25,9,10,13,9,23,64,22,50
113,115,20,16,6,7,30,31,35,32,46,45,36,35,18,16,7,7,11,20,5,6,14,9,31,71,31,68
110,97,28,23,5,5,25,29,16,20,30,12,25,9,10,16,8,5,15,16,7,4,10,15,32,64,38,72
122,114,24,26,7,4,30,31,28,31,41,37,37,28,12,11,9,10,19,12,9,2,13,16,29,66,40,73
95,87,23,20,6,2,26,29,32,22,23,25,13,16,12,6,10,4,17,10,6,5,19,21,32,60,28,58
96,118,22,36,3,9,28,44,18,25,33,19,18,15,12,12,10,8,22,30,6,13,13,19,30,64,32,55
89,83,19,12,4,4,30,36,26,19,22,33,19,23,10,10,12,2,18,7,8,2,14,18,23,63,27,66
111,66,35,14,11,6,43,29,31,23,19,37,15,23,16,8,15,5,15,7,8,1,16,25,36,76,20,62
92,104,23,19,4,0,31,28,24,22,28,33,23,23,6,10,3,7,7,10,3,3,14,8,30,64,36,68
110,119,21,19,1,6,21,24,31,34,54,45,37,42,11,4,7,12,8,23,3,13,19,14,32,59,19,40
111,115,21,26,3,1,35,31,29,28,41,28,32,25,6,9,3,3,17,31,5,12,13,9,32,56,27,57
81,73,17,14,9,8,33,35,13,16,26,14,17,12,14,12,9,5,16,12,6,3,9,15,23,69,26,69
93,80,22,8,7,6,42,25,22,21,22,33,18,23,11,19,9,14,17,13,5,3,22,16,30,62,24,74
107,101,26,15,2,7,34,28,20,20,16,20,12,16,9,10,5,5,25,17,9,9,16,11,34,56,29,65
109,98,21,26,3,2,28,19,25,27,35,14,32,11,8,11,6,13,8,16,3,7,21,17,34,57,33,66
96,97,19,20,5,4,30,27,11,17,24,19,21,17,4,14,6,10,13,23,7,10,14,11,27,57,25,64
93,109,22,22,7,2,22,29,23,21,21,26,14,23,13,12,9,11,23,20,9,10,17,20,26,58,28,57
91,99,20,21,6,4,25,27,21,21,28,25,22,17,21,17,7,5,21,17,5,6,13,11,27,60,32,64
99,87,18,18,7,4,34,28,23,22,16,19,12,13,11,15,4,7,16,23,5,6,13,14,36,67,28,63
122,137,29,36,3,2,27,28,20,17,17,28,15,23,5,10,8,9,24,34,9,14,20,13,40,60,36,56
100,96,23,16,9,6,24,26,18,23,25,23,19,19,15,12,11,7,11,17,3,9,16,20,36,68,25,58
102,97,24,17,4,2,34,23,21,22,31,28,24,19,10,12,11,13,19,20,6,6,18,16,30,56,30,58
124,118,34,32,7,7,32,35,22,24,20,31,14,23,13,11,2,7,25,26,14,9,11,11,34,74,34,61
105,95,29,22,3,6,29,32,26,21,22,36,13,26,12,12,6,4,23,22,12,7,9,15,28,61,24,55
90,94,26,19,5,5,25,32,22,17,14,18,11,15,12,16,11,9,14,8,3,5,13,17,35,75,32,75
86,104,23,23,2,2,27,31,21,21,18,24,13,19,7,7,9,9,9,20,3,7,20,16,32,65,32,52
108,93,24,27,4,6,34,39,23,22,37,21,25,13,20,16,13,6,21,9,5,2,15,19,34,71,37,83
114,111,18,26,4,2,25,29,27,29,40,31,37,27,14,17,7,6,19,19,9,6,13,11,25,56,33,67
84,78,11,15,5,6,37,37,19,17,23,23,20,15,11,12,6,8,17,15,4,5,16,16,26,63,24,68
109,96,24,16,5,3,29,24,16,15,17,26,16,20,15,8,5,5,26,21,11,8,12,9,30,58,26,54
101,96,22,19,1,1,32,27,25,21,32,36,28,29,14,12,6,5,19,18,5,3,12,11,29,62,29,60
85,92,16,22,3,5,35,29,24,26,35,24,22,12,18,12,4,6,16,25,5,10,14,9,24,59,25,53
90,99,18,25,2,5,31,34,23,28,29,20,21,13,16,11,10,16,16,18,9,6,26,21,21,62,34,63
115,109,37,19,12,5,37,32,27,27,34,33,26,24,6,12,7,12,16,20,5,9,14,14,37,71,29,71
118,102,29,23,3,5,28,23,20,23,33,24,24,18,10,8,11,7,20,17,10,6,17,16,32,58,33,61
99,100,26,26,6,3,30,29,28,22,20,33,18,21,9,13,5,8,17,8,7,1,14,11,30,63,38,74
101,85,27,16,4,1,31,28,22,22,19,22,15,20,11,5,6,5,20,18,8,5,14,15,31,62,25,52
91,100,17,24,4,7,30,39,12,13,12,12,10,9,9,8,10,3,30,34,11,17,10,18,24,59,20,45
96,100,14,20,5,6,32,32,21,28,31,23,22,19,8,7,9,11,22,13,6,5,19,17,28,56,33,68
88,105,24,31,3,4,24,30,13,17,9,15,6,10,18,12,6,5,16,13,4,7,11,9,35,73,37,68
94,76,21,7,5,2,30,25,33,15,21,45,14,28,14,13,11,8,13,12,6,2,15,16,31,67,21,53
99,98,26,26,5,2,31,37,15,19,20,16,15,11,12,11,7,7,24,21,4,9,11,17,36,63,30,66
104,101,22,15,4,4,24,25,21,22,17,22,13,17,4,12,11,4,10,17,1,4,11,18,44,67,36,64
114,95,27,19,8,1,34,18,20,17,15,24,13,20,19,10,8,10,18,19,5,5,19,16,43,70,30,59
91,96,22,22,6,2,30,26,23,14,14,25,12,18,11,9,5,8,10,10,5,2,14,8,32,67,36,67
75,96,13,20,4,5,24,32,17,22,21,22,15,14,7,15,8,6,6,17,0,4,9,12,30,68,35,64
100,101,17,25,0,0,32,23,22,26,41,23,30,14,11,10,3,4,15,23,4,5,17,10,29,53,36,59
93,114,21,18,5,4,31,27,21,17,21,25,16,21,7,23,3,12,17,18,5,9,18,7,31,60,33,78
110,99,23,22,5,2,38,31,21,23,25,29,22,20,7,10,7,9,15,22,6,9,14,13,35,66,26,61
94,102,19,27,5,3,25,34,19,23,23,25,17,21,9,11,7,8,17,12,5,3,12,15,31,62,36,68
98,95,27,22,6,4,33,32,25,24,26,24,22,15,3,23,10,9,9,24,2,8,17,19,35,68,28,75
99,86,21,14,9,3,35,29,17,24,29,20,22,13,12,10,7,6,26,11,7,5,16,14,28,51,29,72
106,101,28,20,8,5,22,24,11,23,23,7,22,6,7,16,5,5,16,20,8,9,9,14,30,56,34,70
99,72,25,16,7,7,38,23,16,13,17,20,12,13,15,17,10,9,10,14,5,1,17,14,36,74,28,74
98,104,19,26,4,8,41,30,23,32,36,22,28,15,10,11,5,10,16,20,4,5,16,13,29,67,37,75
104,85,26,15,5,5,20,17,24,23,22,21,15,18,5,10,4,4,9,1,5,1,13,16,37,56,32,64
85,95,13,25,11,4,34,33,26,28,36,36,26,26,12,10,8,9,12,14,1,3,17,16,28,64,30,65
112,91,33,25,4,5,31,29,22,17,22,25,19,18,12,6,11,6,5,20,1,5,12,21,45,85,29,51
113,103,20,17,7,2,29,23,20,24,29,26,23,21,17,14,7,4,18,27,8,10,9,9,33,67,26,54
101,94,25,18,5,3,30,36,24,28,32,32,25,21,12,8,9,6,27,17,10,9,10,18,23,51,23,53
106,108,16,19,6,4,19,30,25,28,27,38,22,32,14,9,11,0,18,17,6,8,9,20,33,71,26,48
91,74,28,17,2,3,42,32,23,23,28,30,18,16,10,8,8,5,16,15,5,4,14,13,29,60,23,61
113,121,27,21,3,9,32,35,29,16,19,37,15,24,16,12,6,8,26,29,12,15,16,15,31,70,26,60
104,106,29,28,6,7,34,45,24,21,21,28,14,14,11,12,16,11,28,25,12,6,19,27,27,70,37,65
115,110,31,27,9,7,26,28,22,23,24,25,17,22,11,14,7,6,21,14,8,6,12,18,37,73,35,73
93,99,13,19,5,2,30,34,18,21,25,17,17,13,5,14,7,5,13,16,4,4,7,11,32,61,37,72
85,99,14,24,8,7,30,33,16,13,19,17,14,12,16,12,6,4,8,23,1,11,9,7,34,80,27,60
131,102,26,23,6,0,37,26,21,20,19,28,15,18,12,9,6,5,22,18,8,12,8,12,46,73,24,64
99,95,20,14,4,1,33,26,26,22,30,33,24,25,11,12,4,5,15,22,5,6,13,9,30,58,26,55
79,90,20,20,0,4,21,35,18,24,27,21,15,13,10,8,10,5,17,8,6,5,10,17,23,57,31,58
89,93,15,22,3,6,23,33,20,19,15,19,14,16,12,7,8,7,7,20,3,5,12,18,33,75,31,54
101,83,28,19,6,2,30,25,21,16,10,17,5,12,15,8,9,6,23,20,10,7,13,16,33,58,25,50
106,91,30,20,4,4,26,28,19,17,15,19,11,14,6,7,7,6,11,19,5,7,8,15,40,70,28,57
88,87,22,25,3,7,34,36,13,20,13,16,9,8,15,9,6,6,22,23,9,7,11,14,26,72,29,57
108,103,18,19,7,6,36,26,19,29,41,20,31,14,15,10,10,18,24,18,9,5,23,20,25,55,37,70
115,98,32,24,6,4,30,34,27,29,36,31,22,22,19,11,13,8,24,11,7,2,14,20,36,72,35,70
98,91,20,18,4,3,31,26,22,29,32,26,23,19,16,10,8,5,20,13,7,6,18,21,27,59,27,60
105,84,27,25,4,4,29,23,16,22,14,17,13,11,10,9,7,6,18,23,8,7,14,15,34,64,26,53
94,86,26,19,10,8,30,29,24,26,29,29,20,19,9,10,6,9,8,9,2,1,16,16,34,68,32,68
115,96,31,22,11,2,34,28,16,26,31,19,24,12,12,8,8,5,8,16,1,6,11,10,44,78,33,71
95,111,15,26,1,3,24,31,18,29,47,20,34,17,7,4,2,7,13,21,7,8,12,7,20,48,35,56
102,96,26,14,3,5,31,25,19,20,25,28,22,21,5,17,5,9,8,17,4,5,16,15,34,69,30,66
112,117,27,23,0,6,28,27,24,17,17,32,14,25,12,14,10,10,20,22,6,10,14,14,40,69,31,65
105,127,14,35,2,4,25,33,18,19,23,21,17,18,12,6,8,5,19,33,6,13,10,15,35,70,35,46
92,103,19,19,1,2,26,22,22,24,33,27,21,22,16,9,7,11,12,17,5,7,17,11,28,60,30,54
115,118,22,21,3,3,24,30,24,26,34,27,25,26,22,8,6,4,21,11,8,6,13,17,33,83,37,71
76,82,13,16,10,7,35,35,23,21,30,28,23,20,13,15,4,4,15,12,3,2,13,10,22,64,28,71
130,132,39,34,9,6,38,27,32,27,29,35,17,26,18,8,4,8,14,26,5,16,14,11,49,84,29,61
114,106,25,19,3,0,27,30,23,23,29,30,22,24,7,9,6,5,21,21,8,8,9,13,34,58,29,57
107,112,23,23,2,2,33,30,35,22,25,38,21,27,10,9,5,9,21,21,4,9,21,16,37,66,29,61
96,94,20,21,5,10,38,35,17,24,25,17,20,13,14,8,8,12,20,22,6,7,18,15,29,69,30,63
90,88,17,17,4,6,32,38,14,22,27,14,18,11,8,11,6,3,17,17,6,7,6,13,27,63,28,66
85,90,23,20,5,7,30,32,16,14,14,14,9,12,10,6,7,7,16,15,2,6,11,20,35,72,30,57
101,98,15,21,3,2,34,32,22,26,20,23,14,16,18,8,4,9,18,9,5,4,15,15,36,77,35,72
110,109,25,28,5,3,26,32,25,26,35,25,27,18,11,6,9,4,26,25,5,11,14,20,34,58,29,53
96,85,18,16,6,7,39,26,21,15,24,23,19,20,20,19,5,8,10,23,5,7,15,8,31,74,22,70
102,101,27,20,13,3,27,29,23,27,34,25,29,18,10,6,11,4,14,15,5,7,12,14,29,64,31,61
90,98,14,26,1,4,30,33,23,22,21,20,12,13,15,13,5,5,16,28,6,11,13,15,30,72,26,59
88,84,24,17,10,4,37,35,21,15,17,27,11,23,8,8,5,7,13,17,5,5,12,12,31,68,23,60
116,111,27,17,3,3,28,25,28,31,40,40,29,31,10,12,4,9,18,11,5,4,12,18,36,62,34,65
116,96,26,16,3,8,35,29,24,17,21,36,17,27,9,10,10,8,17,22,9,7,14,15,36,67,24,50
97,106,19,24,9,9,32,37,28,27,35,26,25,21,14,14,8,14,17,15,4,3,21,14,30,64,38,77
90,93,18,21,2,3,19,23,17,27,28,18,15,15,7,11,4,7,12,10,5,4,17,16,30,50,33,57
96,99,25,21,7,1,30,25,22,19,22,26,15,23,17,11,3,6,17,23,7,6,11,7,30,63,29,57
96,90,27,24,7,4,26,32,12,29,29,14,21,9,10,9,8,3,29,18,13,7,8,18,18,46,30,59
99,69,22,15,2,3,32,24,18,26,30,19,19,14,15,8,9,8,19,11,8,3,14,17,28,56,23,61
97,105,22,24,7,2,23,25,20,21,36,25,26,18,8,14,8,14,10,18,3,9,19,18,31,58,30,61
112,96,28,22,12,3,33,23,17,17,25,22,18,15,8,8,10,9,15,19,4,11,15,16,41,59,24,59
102,100,24,28,4,4,26,31,14,19,21,20,14,16,14,11,7,5,14,15,6,6,7,14,35,75,33,63
100,97,18,20,7,4,37,28,18,29,44,16,31,11,14,14,5,4,20,25,5,8,13,7,27,56,31,70
87,101,12,19,7,2,30,24,29,29,37,34,31,29,13,12,6,11,8,17,2,6,26,14,25,55,27,58
132,135,23,27,9,1,37,33,33,34,39,33,27,25,13,16,5,14,24,15,11,8,20,14,36,65,43,90
89,104,20,21,5,11,24,29,21,21,31,27,24,21,16,6,8,6,10,10,3,5,13,16,28,67,34,62
94,83,17,16,11,6,32,29,24,24,29,31,25,22,8,17,5,9,12,14,5,1,15,12,27,56,29,66
106,104,21,20,6,2,31,28,22,22,24,27,20,20,9,5,6,9,15,13,6,6,15,12,34,61,33,61
102,112,21,22,5,3,34,35,23,22,35,37,28,24,4,10,3,10,23,25,6,10,14,9,28,54,29,59
102,84,23,18,3,1,35,30,25,21,15,28,13,20,10,6,8,7,22,15,11,4,13,13,28,58,26,56
131,105,31,20,9,5,32,26,25,29,44,41,33,28,10,19,16,10,17,15,10,3,15,22,34,62,34,68
107,105,20,24,3,5,33,29,22,21,25,24,16,14,13,14,5,6,15,20,3,5,13,13,41,72,38,66
100,115,18,29,2,4,28,25,25,13,14,21,9,14,14,5,5,5,26,28,11,13,13,8,29,58,31,49
91,105,22,25,5,4,26,31,21,18,28,23,23,17,12,20,10,11,13,19,4,6,18,15,28,69,35,69
94,96,17,21,2,7,39,37,20,26,31,24,18,22,5,16,7,5,16,29,6,10,10,11,29,66,22,66
95,87,16,16,9,7,23,33,25,28,38,29,33,20,18,13,5,6,7,13,2,5,8,14,28,74,26,60
76,98,14,28,6,6,28,40,20,25,33,18,23,15,13,11,4,13,15,20,3,11,17,17,22,61,25,64
124,117,25,26,10,1,39,19,21,28,43,23,34,19,8,6,2,12,21,18,8,10,20,9,33,49,34,75
89,83,25,13,5,3,31,19,22,18,27,32,20,26,8,11,7,10,14,9,7,1,19,14,26,54,27,62
103,91,20,17,5,6,33,25,17,22,27,21,22,13,13,17,5,5,10,24,5,10,8,9,33,68,24,57
115,116,21,24,3,3,28,16,27,26,40,37,35,30,16,5,4,11,14,19,6,10,20,9,31,58,28,52
101,105,26,27,9,7,27,31,22,24,29,24,23,18,9,12,5,6,17,18,4,7,11,16,33,63,33,63
105,84,31,17,6,3,39,26,19,15,16,18,14,14,9,13,7,6,33,11,11,2,17,14,29,46,32,77
121,112,24,25,2,4,25,19,20,17,21,25,18,23,10,7,6,4,12,36,5,15,8,13,44,71,22,38
124,97,26,14,3,8,32,25,25,28,39,39,28,33,16,10,12,5,22,20,12,2,15,20,30,63,29,56
110,80,29,15,6,1,35,23,19,18,16,21,9,14,8,11,14,7,13,15,7,6,12,19,40,65,24,59
99,94,15,18,3,3,34,19,16,20,26,17,20,10,14,14,6,9,13,26,5,10,21,11,32,62,27,59
122,102,25,22,3,3,24,27,14,24,30,17,26,16,9,19,9,8,23,13,12,4,9,13,30,54,37,74
103,96,20,15,5,1,30,27,23,40,46,31,29,19,10,13,7,11,7,8,0,3,18,20,37,62,34,72
104,99,24,23,4,4,24,27,19,24,30,20,22,18,11,7,8,7,21,16,6,5,12,16,32,56,33,57
104,87,23,11,4,2,35,34,27,25,34,34,23,28,11,10,5,6,18,13,9,3,12,14,27,60,25,64
98,111,25,22,5,3,28,36,20,21,26,27,20,21,10,7,5,4,13,26,6,12,8,10,30,67,27,53
110,98,21,22,11,7,31,30,26,30,39,19,33,14,10,10,8,5,12,9,3,2,13,17,34,68,39,78
94,95,20,15,3,5,28,32,25,20,22,25,17,24,4,12,2,6,19,11,11,3,14,11,22,56,31,69
115,94,24,22,6,4,33,22,30,22,24,41,22,29,15,9,8,12,27,15,11,1,19,12,30,58,31,58
78,89,15,16,3,6,27,41,19,13,8,31,5,24,13,17,3,1,11,9,3,3,5,9,32,78,28,68
97,93,20,17,3,6,32,24,22,28,36,29,28,23,18,8,8,4,14,26,5,10,13,13,27,62,20,42
98,73,21,14,9,3,37,31,20,27,38,13,24,9,14,8,10,3,19,18,6,8,15,18,28,54,20,57
89,113,19,28,1,8,19,33,26,18,18,38,12,33,13,12,5,4,23,13,11,6,10,11,22,58,31,55
119,109,28,18,8,2,32,27,24,19,18,36,14,30,6,5,5,5,22,14,9,7,13,12,39,59,29,59
112,102,30,32,4,1,29,34,11,19,32,8,23,5,5,7,6,4,22,18,11,7,6,12,28,52,38,69
98,100,24,22,7,4,31,32,22,14,12,31,10,21,7,15,5,6,7,17,4,9,10,8,38,79,26,67
100,91,20,13,6,2,27,20,27,22,23,31,19,24,13,11,7,4,12,13,5,3,18,19,33,67,29,59
92,89,9,19,5,1,33,24,19,29,35,24,28,15,11,8,7,9,12,22,4,8,17,14,26,54,25,54
103,87,18,12,2,8,36,29,14,19,27,19,23,17,15,12,11,8,16,24,6,6,16,18,31,68,26,59
101,81,20,14,4,2,34,30,22,28,30,28,19,20,11,4,13,7,15,9,6,5,11,18,32,65,23,58
89,100,22,19,3,5,30,31,24,18,20,32,12,28,8,10,5,8,11,14,7,4,15,9,28,61,30,61
91,103,16,26,3,1,26,25,25,18,16,27,16,22,9,11,5,6,14,21,3,9,12,10,33,65,27,52
90,83,13,21,9,3,34,33,19,16,21,15,14,13,16,12,8,2,10,19,2,4,7,12,35,75,29,66
119,86,28,21,4,1,39,20,20,20,27,26,22,14,8,2,5,10,14,17,7,6,14,9,38,58,27,57
114,107,27,25,7,4,29,28,27,30,39,32,26,27,8,12,8,7,11,27,4,10,14,17,38,68,25,57
95,84,20,17,7,4,36,32,15,28,29,16,21,15,9,9,11,16,16,23,6,5,21,20,28,63,27,61
96,86,19,19,5,2,30,30,16,25,33,16,28,12,14,10,5,6,13,14,2,6,10,18,31,64,28,63
101,102,20,19,6,5,31,29,18,24,26,25,21,18,8,12,9,10,4,12,2,4,14,14,37,77,36,74
101,107,26,22,4,5,29,37,28,18,24,30,19,24,7,6,12,7,22,9,8,5,17,16,29,62,34,68
98,90,20,13,7,5,30,33,23,18,24,21,18,14,12,16,7,6,24,21,8,4,12,17,28,59,32,65
98,117,17,31,3,3,26,29,22,21,25,25,18,18,14,14,8,10,20,17,4,9,18,18,34,65,36,66
110,116,23,18,7,4,27,36,25,23,28,32,21,22,7,15,7,6,23,10,11,4,13,15,28,56,41,75
94,87,19,21,5,10,37,46,18,24,19,20,14,13,8,15,14,2,23,25,8,10,9,21,28,72,22,59
86,94,15,17,1,3,22,35,27,28,36,41,26,27,16,8,8,7,16,20,2,5,14,18,27,61,26,42
94,93,16,22,4,2,30,28,16,22,29,17,25,14,16,11,7,5,26,15,5,7,12,12,27,51,29,62
74,87,16,22,3,2,28,39,22,19,14,23,9,19,8,10,7,7,24,20,7,10,12,15,22,54,19,52
105,108,22,21,4,3,24,20,20,26,27,18,19,16,12,16,3,9,24,15,8,4,16,13,31,49,40,72
86,88,14,14,4,3,27,35,25,17,21,24,16,20,9,7,10,7,13,17,4,8,13,18,29,65,22,53
102,118,16,23,4,1,26,36,23,24,34,27,27,24,19,7,7,9,28,24,9,10,12,12,24,63,32,57
78,90,17,21,3,2,24,32,18,13,9,24,6,19,9,8,4,7,17,14,4,5,12,16,30,63,28,54
99,101,28,25,5,5,23,27,23,26,34,20,20,18,13,12,10,6,14,15,5,7,11,15,32,61,31,67
122,110,30,23,2,3,31,26,19,22,24,31,22,21,3,13,3,6,20,20,12,11,10,10,32,55,28,63
83,90,19,18,4,3,30,33,25,28,32,28,22,21,12,13,9,10,18,19,5,5,16,16,23,53,27,56
113,93,26,21,4,2,32,21,16,26,33,24,18,17,8,11,12,9,18,17,7,4,12,16,37,53,32,62
100,95,24,15,4,6,31,26,32,27,31,47,20,37,9,12,8,11,18,15,6,6,16,19,31,56,20,50
105,99,24,17,5,4,35,28,21,17,19,24,17,16,2,13,9,9,16,15,8,5,15,11,32,60,34,77
108,113,30,25,4,4,33,31,25,20,21,33,15,26,15,7,7,9,20,22,7,9,14,12,36,71,30,59
98,113,21,16,11,7,32,46,22,25,30,33,25,28,10,11,11,10,23,17,7,11,17,24,26,71,26,68
105,77,21,21,2,7,31,30,15,20,26,11,16,10,14,6,9,1,20,19,9,7,6,17,31,65,23,54
100,98,27,24,5,6,38,41,21,24,20,29,15,17,8,10,6,3,13,25,3,7,11,14,38,79,30,60
118,108,25,26,6,3,23,26,18,31,41,17,31,13,17,13,9,10,15,18,5,5,14,18,36,68,40,66
116,111,28,26,3,2,31,34,28,32,46,38,29,26,10,6,10,5,17,17,9,7,11,17,30,60,32,57
90,98,19,19,8,3,31,35,14,19,19,13,12,12,11,8,5,4,18,13,2,6,8,10,36,70,34,68
102,90,19,19,2,3,30,28,19,25,44,20,36,14,9,13,9,10,19,19,6,6,13,15,24,46,29,60
109,102,32,29,3,5,22,18,12,16,17,16,14,12,12,8,7,7,14,11,7,6,12,10,37,62,36,64
102,109,14,25,3,3,27,29,29,25,30,23,27,18,13,16,10,10,11,17,3,5,15,17,33,72,38,74
94,77,19,17,8,5,35,31,22,22,28,24,21,19,19,11,7,5,20,8,5,2,11,10,29,63,26,73
79,91,22,21,4,9,30,40,22,15,12,23,10,17,18,2,4,5,19,17,7,6,11,16,24,78,28,49
85,87,17,20,6,2,28,29,23,21,31,20,27,10,18,12,7,2,13,16,2,7,13,16,26,63,28,60
113,97,30,22,10,7,22,30,27,22,30,26,23,15,15,17,14,2,15,17,8,6,8,22,33,73,32,61
112,114,28,18,8,5,32,36,23,21,27,25,19,16,14,21,8,7,22,14,5,6,13,12,39,76,40,92
102,103,19,27,2,5,27,26,22,16,18,20,13,15,26,9,8,6,28,13,13,4,17,20,25,68,38,63
113,103,31,23,4,3,28,28,15,32,38,15,30,12,9,11,7,1,17,24,5,9,9,17,34,58,32,57
92,83,18,20,9,5,42,32,22,28,33,22,23,18,9,13,5,10,9,11,3,3,16,16,30,65,28,77
121,93,38,24,7,8,49,28,18,16,26,16,21,13,12,14,7,10,16,26,8,6,20,12,38,75,31,74
83,110,11,29,3,8,24,34,18,19,28,19,24,16,23,12,9,6,10,22,1,10,11,14,28,79,32,56
109,101,22,18,6,1,40,33,22,28,35,26,26,19,31,16,8,12,20,18,5,2,22,15,34,85,38,77
86,77,18,16,4,4,40,35,16,28,26,11,18,5,4,21,5,8,19,18,6,4,19,16,25,53,30,84
93,78,28,19,6,4,31,28,20,19,26,25,17,16,13,17,12,4,17,20,6,6,7,17,29,61,22,54
100,108,22,17,4,12,36,37,33,25,33,45,21,34,14,13,13,3,15,13,3,6,14,18,35,80,28,72
103,79,30,20,0,3,31,26,19,24,24,21,16,13,18,11,9,7,13,19,5,4,11,15,36,72,27,54
78,92,14,23,4,5,30,38,20,19,26,24,19,20,10,7,11,8,16,25,5,8,15,18,22,62,24,46
105,97,24,31,5,5,32,41,12,25,26,6,19,6,12,7,8,8,20,14,8,7,14,24,31,73,35,70
106,104,22,26,7,3,21,23,15,21,20,24,16,16,7,12,6,10,14,18,6,8,12,11,36,63,32,61
95,74,24,12,3,2,41,29,20,20,22,25,17,18,14,11,6,5,14,12,6,4,11,9,30,66,22,66
95,102,26,19,6,2,23,31,32,23,13,43,11,32,14,10,8,7,22,12,8,4,14,20,30,67,29,56
96,92,19,12,3,3,32,32,16,20,26,14,15,13,8,10,12,7,19,27,9,9,14,15,27,55,26,54
89,90,18,16,2,3,29,27,22,23,21,23,20,17,14,14,4,9,9,10,3,5,15,14,30,69,29,67
111,120,19,14,5,6,32,27,26,28,37,41,28,31,7,14,5,6,18,11,7,5,12,11,31,59,37,70
