Date,Team,O.Team,Points,O.Points,Assists,O.Assists,BiggestLead,O.BiggestLead,Blocks,O.Blocks,DefensiveRebounds,O.DefensiveRebounds,FastBreakPoints,O.FastBreakPoints,FieldGoalsAttempted,O.FieldGoalsAttempted,FieldGoalsMade,O.FieldGoalsMade,Fouls,O.Fouls,FreeThrowsAttempted,O.FreeThrowsAttempted,FreeThrowsMade,O.FreeThrowsMade,MarginAtTheHalf,O.MarginAtTheHalf,OffensiveRebounds,O.OffensiveRebounds,Rebounds,O.Rebounds,Steals,O.Steals,ThreePointersAttempted,O.ThreePointersAttempted,ThreePointersMade,O.ThreePointersMade,Turnovers,O.Turnovers,Playoffs
20140122,Rockets,Kings,119,98,29,19,29,5,9,6,41,31,29,5,90,86,43,34,21,26,40,30,25,18,11,-11,14,11,55,42,8,5,31,30,8,12,10,13,0
20140122,Spurs,Thunder,105,111,25,22,6,10,3,7,22,27,5,10,75,83,40,45,17,25,22,16,15,11,-2,2,8,11,30,38,10,8,22,18,10,10,17,15,0
20140122,Suns,Pacers,124,100,15,14,26,3,0,4,28,29,28,5,83,75,45,38,23,28,32,28,23,19,13,-13,7,10,35,39,9,6,16,15,11,5,9,20,0
20140122,Wizards,Celtics,111,113,23,21,3,19,4,8,38,37,14,21,94,89,42,41,23,22,27,23,20,16,-18,18,12,5,50,42,10,15,22,34,7,15,18,18,0
20140123,Heat,Lakers,109,102,25,21,16,0,4,1,36,22,14,13,78,88,45,40,23,17,23,21,11,13,11,-11,12,13,48,35,7,12,20,25,8,9,18,11,0
20140123,Trailblazers,Nuggets,110,105,29,27,6,15,6,6,24,28,16,9,88,79,38,39,21,30,34,20,30,17,-8,8,16,7,40,35,7,5,18,23,4,10,9,19,0
20140124,Bulls,Clippers,95,112,27,26,3,21,2,2,26,30,6,13,93,76,40,41,17,17,11,26,9,17,-13,13,20,10,46,40,5,4,19,21,6,13,8,7,0
20140124,Cavaliers,Bucks,93,78,28,20,26,5,5,9,31,26,10,14,88,74,37,30,18,20,23,14,15,11,9,-9,21,8,52,34,9,6,14,24,4,7,12,15,0
20140124,Celtics,Thunder,83,101,24,24,5,23,0,2,21,33,13,11,75,80,32,43,12,18,19,13,14,10,-4,4,11,12,32,45,7,8,27,13,5,5,16,15,0
20140124,Hawks,Spurs,79,105,18,26,1,37,6,6,27,39,18,12,76,84,29,41,17,21,27,17,19,12,-21,21,9,15,36,54,13,7,13,18,2,11,17,22,0
20140124,Kings,Pacers,111,116,14,25,17,6,2,9,34,35,9,21,101,95,39,41,32,24,29,33,21,26,10,-10,19,14,53,49,3,10,32,24,12,8,18,12,0
20140124,Knicks,Hornets,125,96,23,23,39,0,4,3,30,25,11,2,90,76,50,37,19,11,11,14,11,12,21,-21,12,6,42,31,7,1,27,24,14,10,4,11,0
20140124,Magic,Lakers,114,105,24,28,12,10,3,5,43,33,17,12,81,90,39,41,20,20,34,17,27,11,-2,2,8,7,51,40,10,6,17,22,9,12,15,11,0
20140124,Nets,Mavericks,107,106,24,22,12,3,5,0,30,28,13,7,73,78,37,34,29,21,28,33,23,28,11,-11,5,15,35,43,6,6,27,20,10,10,15,15,0
20140124,Pistons,Pelicans,101,103,18,15,16,10,4,8,27,27,27,8,85,73,37,37,21,25,28,24,21,22,-6,6,17,8,44,35,11,14,18,17,6,7,16,18,0
20140124,Rockets,Grizzlies,87,88,21,21,5,13,4,3,24,31,23,8,79,78,32,36,19,16,14,16,9,12,-9,9,7,11,31,42,7,5,34,7,14,4,13,15,0
20140124,Seventysixers,Raptors,95,104,23,28,7,13,2,6,32,40,18,4,89,84,38,40,18,22,16,22,13,16,1,-1,10,13,42,53,8,4,20,20,6,8,10,15,0
20140124,Suns,Wizards,95,101,19,22,8,8,3,7,21,25,14,20,71,86,34,39,24,24,25,23,20,17,6,-6,9,19,30,44,8,13,22,16,7,6,21,17,0
20140124,Warriors,Timberwolves,120,121,31,29,7,8,8,3,32,30,27,18,89,94,49,47,26,18,15,28,13,18,0,0,9,14,41,44,4,9,22,22,9,9,14,12,0
20140125,Hornets,Bulls,87,89,24,24,3,12,8,5,34,37,12,6,88,77,37,31,18,16,10,22,7,16,0,0,11,4,45,41,3,11,19,23,6,11,15,13,0
20140125,Bucks,Hawks,87,112,23,26,4,34,5,2,26,31,14,24,82,76,38,40,26,19,13,25,6,19,-15,15,13,4,39,35,6,10,21,26,5,13,19,13,0
20140125,Grizzlies,Rockets,99,81,23,14,27,4,5,5,36,28,7,11,88,81,41,30,23,15,14,17,10,12,11,-11,16,10,52,38,8,3,19,32,7,9,11,15,0
20140125,Jazz,Wizards,104,101,17,19,8,13,1,3,33,33,12,21,81,91,38,39,14,18,22,18,18,16,-2,2,8,14,41,47,5,6,24,20,10,7,11,9,0
20140125,Nuggets,Pacers,109,96,26,20,19,1,6,2,41,41,21,15,83,88,40,37,21,27,37,27,21,17,19,-19,5,10,46,51,8,5,20,12,8,5,14,16,0
20140125,Raptors,Clippers,118,126,24,20,10,12,1,1,27,24,7,12,74,84,36,46,22,23,38,25,32,22,-6,6,15,8,42,32,4,10,29,22,14,12,14,6,0
20140125,Seventysixers,Thunder,91,103,22,23,1,14,4,8,25,35,20,12,90,76,34,40,22,21,27,25,19,19,-9,9,19,9,44,44,15,10,27,21,4,4,15,20,0
20140125,Trailblazers,Timberwolves,115,104,26,24,17,6,5,5,37,32,17,22,95,89,46,38,23,22,24,22,19,19,8,-8,13,8,50,40,7,5,16,22,4,9,12,10,0
20140126,Cavaliers,Suns,90,99,23,23,20,11,3,2,29,36,6,5,86,82,34,34,23,24,24,28,17,22,18,-18,14,14,43,50,6,6,16,27,5,9,14,12,0
20140126,Celtics,Nets,79,85,17,20,8,12,5,3,33,31,19,10,74,84,28,33,21,20,19,18,16,13,-1,1,12,10,45,41,6,10,26,25,7,6,16,11,0
20140126,Heat,Spurs,113,101,28,24,29,0,5,4,30,22,7,6,74,76,43,38,22,17,20,23,19,19,8,-8,7,6,37,28,6,8,19,22,8,6,14,12,0
20140126,Kings,Nuggets,117,125,23,28,6,10,1,5,32,31,23,33,81,81,42,42,31,25,34,40,29,31,-6,6,9,6,41,37,10,11,16,25,4,10,16,11,0
20140126,Knicks,Lakers,110,103,21,16,8,6,6,3,29,30,2,15,90,75,43,39,19,20,18,18,13,14,4,-4,16,5,45,35,4,6,26,23,11,11,11,11,0
20140126,Mavericks,Pistons,116,106,23,18,14,4,7,0,32,24,15,30,74,91,43,43,19,21,28,28,23,16,10,-10,7,17,39,41,6,10,21,13,7,4,17,12,0
20140126,Pelicans,Magic,100,92,21,15,16,3,10,2,32,28,18,16,81,77,37,36,26,24,27,19,21,17,10,-10,16,4,48,32,10,7,12,15,5,3,14,16,0
20140126,Warriors,Trailblazers,103,88,22,16,22,7,4,6,41,42,18,13,91,83,38,28,21,19,21,33,17,26,-1,1,10,12,51,54,8,3,25,21,10,6,9,14,0
20140127,Bucks,Clippers,86,114,24,29,2,39,3,3,24,36,14,26,89,79,34,43,15,25,22,19,14,14,-23,23,17,11,41,47,6,9,22,28,4,14,11,17,0
20140127,Bulls,Timberwolves,86,95,20,20,2,12,4,8,31,35,7,22,85,73,32,34,25,14,16,26,14,22,-8,8,11,5,42,40,9,8,24,17,8,5,13,14,0
20140127,Jazz,Kings,106,99,20,15,20,7,3,5,35,35,11,7,80,90,32,37,23,36,53,26,35,20,0,0,19,20,54,55,6,3,20,22,7,5,8,10,0
20140127,Nets,Raptors,103,104,22,21,4,10,4,3,31,33,10,12,77,79,37,37,20,18,22,26,18,21,-1,1,5,10,36,43,10,8,24,22,11,9,17,18,0
20140127,Seventysixers,Suns,113,124,23,25,0,16,3,12,23,29,19,24,87,80,40,43,27,25,26,35,25,29,-8,8,14,13,37,42,11,11,20,20,8,9,21,19,0
20140127,Thunder,Hawks,111,109,23,25,2,14,10,2,23,25,19,11,82,88,43,43,12,17,18,12,12,11,-7,7,10,15,33,40,8,8,25,25,13,12,14,15,0
20140128,Cavaliers,Pelicans,89,100,22,27,7,22,2,10,25,35,9,6,80,74,33,39,16,23,27,23,17,18,-12,12,10,6,35,41,10,7,15,13,6,4,11,13,0
20140128,Knicks,Celtics,114,88,26,21,35,0,7,2,34,27,8,14,82,82,44,32,20,22,23,24,16,18,26,-26,12,13,46,40,9,8,20,22,10,6,15,17,0
20140128,Lakers,Pacers,92,104,24,23,2,16,4,2,43,46,14,14,94,99,37,42,18,16,16,27,13,15,0,0,7,17,50,63,3,7,24,21,5,5,9,4,0
20140128,Pistons,Magic,103,87,22,19,26,2,7,2,39,32,20,7,86,77,39,32,20,17,28,25,19,15,10,-10,17,8,56,40,7,10,20,20,6,8,15,15,0
20140128,Rockets,Spurs,97,90,18,23,11,15,4,8,36,26,9,6,75,82,33,35,21,31,47,21,26,14,-7,7,19,13,55,39,5,6,18,23,5,6,15,11,0
20140128,Trailblazers,Grizzlies,81,98,18,24,0,24,2,2,28,37,2,8,87,83,30,43,12,20,22,10,17,6,-15,15,12,9,40,46,4,9,24,13,4,6,12,13,0
20140128,Warriors,Wizards,85,88,19,20,10,8,6,4,42,44,14,15,80,90,30,34,16,17,23,15,18,10,4,-4,5,12,47,56,12,10,23,22,7,10,19,18,0
20140129,Bucks,Suns,117,126,22,28,0,23,3,4,25,28,20,12,89,78,38,42,25,29,36,32,34,30,-12,12,11,8,36,36,3,8,19,23,7,12,9,15,0
20140129,Celtics,Seventysixers,94,95,20,26,8,14,7,3,41,33,11,12,87,86,32,37,21,24,30,25,23,14,-6,6,18,7,59,40,8,8,19,21,7,7,17,10,0
20140129,Clippers,Wizards,110,103,21,31,16,5,3,4,35,30,16,21,73,88,36,45,16,26,42,17,32,10,11,-11,8,6,43,36,5,10,15,22,6,3,19,16,0
20140129,Heat,Thunder,95,112,20,23,18,25,2,2,27,23,8,20,72,80,37,41,15,16,22,19,18,14,-5,5,10,11,37,34,4,13,19,27,3,16,20,12,0
20140129,Kings,Grizzlies,89,99,20,24,6,10,2,4,21,22,16,14,79,75,38,41,12,15,8,16,8,13,-2,2,13,9,34,31,5,11,21,14,5,4,15,12,0
20140129,Mavericks,Rockets,115,117,20,24,4,12,4,1,28,32,11,15,86,74,40,41,29,29,36,36,30,26,-6,6,13,10,41,42,5,8,19,21,5,9,14,17,0
20140129,Nuggets,Hornets,98,101,20,18,5,14,2,7,34,46,11,14,100,78,39,33,28,16,13,42,11,30,-1,1,9,7,43,53,6,5,28,14,9,5,11,16,0
20140129,Raptors,Magic,98,83,26,17,19,0,3,5,41,29,5,12,87,84,37,28,20,14,13,26,10,21,15,-15,13,10,54,39,5,10,31,19,14,6,14,6,0
20140129,Spurs,Bulls,86,96,16,21,8,15,2,8,25,25,5,14,71,83,33,37,23,18,16,23,15,18,-4,4,6,14,31,39,5,9,13,12,5,4,19,7,0
20140129,Timberwolves,Pelicans,88,77,23,12,13,0,3,6,38,35,6,14,82,82,33,29,21,26,25,23,18,17,12,-12,12,13,50,48,3,4,20,21,4,2,13,13,0
20140130,Knicks,Cavaliers,117,86,21,14,31,1,10,2,36,23,22,8,76,87,43,31,18,25,28,22,19,16,24,-24,8,13,44,36,5,10,26,23,12,8,16,12,0
20140130,Pacers,Suns,94,102,15,18,2,19,6,4,33,35,0,21,87,91,38,39,23,21,24,20,17,16,-17,17,14,11,47,46,2,6,15,17,1,8,15,12,0
20140130,Warriors,Clippers,111,92,24,17,25,0,5,1,37,26,24,26,91,76,45,31,21,15,20,34,15,22,8,-8,16,8,53,34,8,6,21,24,6,8,11,13,0
20140131,Jazz,Warriors,90,95,18,17,9,9,3,5,36,29,8,17,73,88,35,33,22,22,21,24,17,19,7,-7,6,14,42,43,3,9,9,26,3,10,18,8,0
20140131,Lakers,Hornets,100,110,23,28,4,20,3,2,32,42,13,12,93,88,36,46,23,20,27,22,22,16,-13,13,9,7,41,49,5,7,26,11,6,2,8,9,0
20140131,Magic,Bucks,113,102,27,23,25,1,4,7,38,31,20,16,83,87,43,39,22,20,25,24,20,14,21,-21,6,12,44,43,10,8,16,21,7,10,15,15,0
20140131,Mavericks,Kings,107,103,21,20,11,14,2,6,25,29,16,5,80,75,38,38,18,26,36,23,29,20,5,-5,12,10,37,39,10,4,19,21,2,7,4,14,0
20140131,Nets,Thunder,95,120,18,28,1,32,3,7,14,31,7,11,74,77,35,49,21,19,17,20,14,17,-28,28,3,10,17,41,13,9,24,15,11,5,13,16,0
20140131,Nuggets,Raptors,90,100,27,24,3,25,6,7,37,31,6,11,80,85,36,37,19,18,14,20,10,18,-7,7,12,9,49,40,9,10,21,21,8,8,25,14,0
20140131,Seventysixers,Hawks,99,125,19,36,3,32,4,4,33,37,23,21,87,89,32,45,25,22,37,34,29,27,-12,12,13,9,46,46,10,15,22,16,6,8,19,18,0
20140131,Timberwolves,Grizzlies,90,94,18,19,3,16,4,6,37,29,10,9,84,80,39,38,20,11,7,22,6,14,-13,13,9,9,46,38,5,10,22,12,6,4,14,9,0
20140201,Clippers,Jazz,102,87,25,19,18,7,6,1,31,27,16,6,74,81,38,29,22,27,37,28,24,19,0,0,14,15,45,42,7,5,12,30,2,10,11,11,0
20140201,Grizzlies,Bucks,99,90,22,15,12,13,6,3,35,27,9,12,79,76,38,30,20,21,22,25,17,21,-6,6,13,11,48,38,4,8,10,23,6,9,12,13,0
20140201,Hawks,Timberwolves,120,113,30,25,16,11,4,7,33,32,25,20,92,84,43,37,27,24,30,39,25,33,-6,6,15,14,48,46,12,9,23,16,9,6,13,17,0
20140201,Knicks,Heat,91,106,14,18,5,16,4,3,24,27,5,5,67,76,33,41,22,20,23,24,14,16,-7,7,9,7,33,34,7,10,26,23,11,8,17,13,0
20140201,Pacers,Nets,97,96,17,15,11,7,5,7,34,21,8,13,73,77,31,34,20,28,37,23,32,21,1,-1,12,6,46,27,7,15,15,23,3,7,23,15,0
20140201,Pelicans,Bulls,88,79,22,20,16,2,14,7,22,26,10,2,80,70,38,27,25,17,10,33,8,22,11,-11,10,16,32,42,8,4,9,16,4,3,12,17,0
20140201,Pistons,Seventysixers,113,96,23,17,28,3,8,2,35,31,21,16,92,89,41,38,20,28,40,23,24,15,8,-8,23,13,58,44,12,12,25,21,7,5,16,19,0
20140201,Rockets,Cavaliers,106,92,24,23,19,4,7,4,34,25,29,10,80,87,41,38,12,24,24,10,17,8,9,-9,10,7,44,32,8,8,26,30,7,8,17,16,0
20140201,Spurs,Kings,95,93,23,15,5,10,7,4,35,35,16,13,75,83,36,34,19,26,26,25,17,20,-1,1,7,8,42,43,4,8,22,14,6,5,13,9,0
20140201,Suns,Hornets,105,95,13,19,27,3,4,5,42,29,12,15,80,79,39,33,22,18,23,29,20,21,18,-18,9,5,51,34,5,7,21,23,7,8,13,8,0
20140201,Trailblazers,Raptors,106,103,20,27,19,1,3,3,31,29,12,6,76,87,35,40,24,30,35,25,28,17,17,-17,11,8,42,37,5,2,18,20,8,6,14,12,0
20140201,Wizards,Thunder,96,81,28,19,17,2,2,5,35,35,15,11,89,78,41,31,18,18,9,17,6,15,4,-4,8,11,43,46,9,4,24,24,8,4,10,21,0
20140202,Celtics,Magic,96,89,24,18,12,2,3,4,34,26,10,7,82,80,41,33,18,13,12,22,10,18,9,-9,10,13,44,39,7,9,14,14,4,5,16,14,0
20140203,Bucks,Knicks,101,98,20,17,10,7,1,2,32,32,17,9,81,78,36,34,24,20,21,24,18,15,7,-7,12,8,44,40,3,4,18,34,11,15,11,9,0
20140203,Heat,Pistons,102,96,24,19,15,1,6,4,31,32,22,18,85,83,39,34,22,20,21,29,17,22,6,-6,13,19,44,51,13,11,20,18,7,6,20,21,0
20140203,Jazz,Raptors,79,94,10,21,3,15,5,3,28,29,11,7,78,84,32,37,16,17,13,16,12,14,-11,11,11,15,39,44,4,7,17,21,3,6,11,6,0
20140203,Kings,Bulls,99,70,18,17,30,2,3,2,43,22,12,5,69,78,36,22,26,24,34,34,25,22,11,-11,10,8,53,30,7,11,8,20,2,4,22,14,0
20140203,Mavericks,Cavaliers,124,107,30,21,19,4,5,4,35,21,15,17,80,80,44,37,23,24,26,33,24,25,7,-7,10,10,45,31,4,9,26,24,12,8,13,9,0
20140203,Nets,Seventysixers,108,102,25,20,19,7,6,3,25,30,12,14,72,71,32,37,24,28,39,28,34,20,5,-5,5,8,30,38,15,4,25,20,10,8,13,25,0
20140203,Nuggets,Clippers,116,115,18,31,5,13,6,5,35,28,15,29,83,84,40,42,23,27,44,34,31,25,0,0,17,9,52,37,8,12,18,21,5,6,17,11,0
20140203,Pacers,Magic,98,79,21,21,24,0,5,4,39,29,10,15,90,83,38,33,13,18,17,10,14,6,9,-9,13,9,52,38,4,5,25,16,8,7,9,13,0
20140203,Pelicans,Spurs,95,102,16,20,14,8,7,12,37,29,5,7,79,81,36,38,24,16,20,25,17,21,12,-12,7,5,44,34,3,9,14,18,6,5,15,7,0
20140203,Thunder,Grizzlies,86,77,17,18,17,2,9,4,34,24,5,4,76,81,34,32,20,21,23,15,14,11,15,-15,10,11,44,35,7,8,18,16,4,2,16,11,0
20140203,Wizards,Trailblazers,100,90,22,23,17,8,3,7,34,38,18,6,84,81,37,37,16,17,22,12,19,11,1,-1,5,7,39,45,10,3,17,19,7,5,6,16,0
20140204,Hawks,Pacers,85,89,26,20,6,16,4,1,31,33,13,8,76,74,33,34,19,16,15,20,12,16,1,-1,7,7,38,40,8,9,25,18,7,5,18,19,0
20140204,Suns,Bulls,92,101,12,13,0,13,5,6,36,36,17,7,80,78,31,35,23,23,29,31,22,25,-11,11,11,8,47,44,8,9,28,18,8,6,21,18,0
20140204,Timberwolves,Lakers,109,99,28,25,25,0,5,4,42,31,14,23,83,79,37,33,19,25,38,26,27,23,16,-16,11,7,53,38,8,8,17,21,8,10,13,16,0
20140204,Warriors,Hornets,75,91,18,22,3,22,4,2,32,39,4,15,93,78,29,37,18,20,16,19,13,12,-12,12,18,9,50,48,7,9,20,13,4,5,16,15,0
20140205,Cavaliers,Lakers,108,119,24,35,2,29,1,3,30,34,13,11,101,79,38,42,22,25,37,22,27,17,-21,21,27,6,57,40,10,7,33,37,5,18,11,13,0
20140205,Clippers,Heat,112,116,26,33,2,19,2,5,31,24,14,13,86,78,37,41,24,32,42,26,31,21,-7,7,21,7,52,31,8,11,25,31,7,13,20,15,0
20140205,Grizzlies,Mavericks,96,110,24,24,9,17,6,3,24,24,10,11,69,78,37,42,23,20,22,25,16,18,3,-3,8,11,32,35,7,7,16,18,6,8,17,13,0
20140205,Kings,Raptors,109,101,15,25,22,0,4,6,26,28,18,12,81,84,32,36,23,35,51,24,41,19,15,-15,15,16,41,44,10,7,12,25,4,10,10,17,0
20140205,Knicks,Trailblazers,90,94,18,17,3,11,5,5,33,37,7,7,90,79,36,30,24,16,20,33,14,26,-1,1,15,12,48,49,8,5,21,21,4,8,9,14,0
20140205,Magic,Pistons,112,98,29,19,20,3,8,4,32,25,15,6,89,85,44,39,20,20,20,23,18,14,14,-14,12,11,44,36,10,8,18,20,6,6,11,15,0
20140205,Nuggets,Bucks,110,100,22,22,18,7,12,5,33,30,14,10,84,95,39,36,25,21,26,31,22,21,-1,1,15,19,48,49,5,9,23,16,10,7,19,15,0
20140205,Pelicans,Hawks,105,100,18,29,10,7,5,7,37,31,7,8,86,84,40,38,15,16,22,14,20,10,-4,4,13,7,50,38,5,7,14,30,5,14,9,9,0
20140205,Rockets,Suns,122,108,17,21,14,6,5,4,31,26,25,18,71,90,39,42,19,27,42,21,33,16,3,-3,5,12,36,38,9,6,16,30,11,8,13,13,0
20140205,Seventysixers,Celtics,108,114,27,27,4,12,5,8,34,36,28,19,94,84,42,41,24,19,20,33,17,24,-9,9,13,12,47,48,7,9,21,19,7,8,15,13,0
20140205,Thunder,Timberwolves,106,97,25,18,13,6,6,8,30,28,14,2,91,78,44,37,22,16,11,23,8,17,2,-2,19,11,49,39,8,7,27,20,10,6,16,14,0
20140205,Wizards,Spurs,118,125,19,30,17,7,6,9,36,42,25,10,101,98,44,48,18,27,32,25,25,20,14,-14,13,11,49,53,10,8,16,28,5,9,15,20,0
20140206,Nets,Spurs,103,89,29,14,19,12,4,7,37,30,12,14,93,73,46,29,24,12,10,29,7,24,1,-1,16,8,53,38,7,8,13,21,4,7,14,17,0
20140206,Warriors,Bulls,102,87,24,20,15,16,6,3,27,31,17,7,83,77,40,32,18,16,15,20,11,19,4,-4,12,14,39,45,7,8,22,14,11,4,12,15,0
20140207,Celtics,Kings,99,89,24,17,18,10,6,5,37,32,13,9,88,87,40,31,21,15,15,24,10,22,3,-3,15,15,52,47,8,3,22,15,9,5,13,10,0
20140207,Clippers,Raptors,118,105,25,22,22,1,4,2,35,28,28,8,71,85,36,34,28,35,54,40,37,30,16,-16,10,16,45,44,6,7,24,26,9,7,12,9,0
20140207,Knicks,Nuggets,117,90,23,12,29,10,1,0,34,24,9,14,85,76,48,32,23,21,14,26,10,19,6,-6,9,10,43,34,16,10,28,26,11,7,23,23,0
20140207,Magic,Thunder,103,102,25,25,4,17,2,9,26,30,11,8,80,73,38,37,13,20,26,19,22,18,-14,14,10,4,36,34,10,6,12,22,5,10,9,16,0
20140207,Mavericks,Jazz,103,81,24,22,24,7,2,4,37,31,13,14,81,76,38,31,20,20,22,14,17,7,11,-11,11,6,48,37,10,7,18,35,10,12,9,15,0
20140207,Pacers,Trailblazers,118,113,22,21,7,12,9,5,35,34,13,4,92,104,42,45,20,27,35,20,29,16,-5,5,11,13,46,47,10,3,13,20,5,7,12,13,0
20140207,Pelicans,Timberwolves,98,91,20,14,7,12,9,5,31,36,8,15,81,75,39,28,28,14,16,37,12,31,-5,5,7,8,38,44,8,8,15,18,8,4,12,15,0
20140207,Pistons,Nets,111,95,26,17,29,2,9,3,42,24,28,16,84,89,43,32,19,19,24,29,16,19,23,-23,15,16,57,40,10,14,17,31,9,12,22,12,0
20140207,Seventysixers,Lakers,98,112,23,34,9,17,2,9,38,33,11,20,87,89,37,45,18,15,17,20,9,14,3,-3,12,7,50,40,8,14,32,18,15,8,22,14,0
20140207,Wizards,Cavaliers,113,115,29,20,6,14,5,2,23,31,20,13,85,77,43,40,23,23,23,33,16,29,-4,4,11,14,34,45,11,7,20,15,11,6,13,18,0
20140208,Hornets,Spurs,100,104,24,24,12,9,6,6,34,36,11,14,89,77,39,36,18,16,22,28,16,24,1,-1,13,7,47,43,10,7,16,21,6,8,11,13,0
20140208,Bucks,Rockets,95,101,26,23,2,15,6,5,33,32,12,19,90,86,40,42,18,15,11,13,9,9,-11,11,14,6,47,38,6,11,15,25,6,8,18,13,0
20140208,Hawks,Grizzlies,76,79,21,22,14,10,3,5,35,30,18,6,70,90,30,37,10,12,15,1,8,1,6,-6,7,11,42,41,10,14,20,12,8,4,21,15,0
20140208,Jazz,Heat,94,89,23,19,14,4,1,2,31,27,3,18,74,67,36,29,25,17,19,30,12,24,2,-2,10,5,41,32,9,8,25,23,10,7,12,10,0
20140208,Pistons,Nuggets,126,109,28,24,17,10,5,5,27,32,28,6,98,88,50,41,16,17,23,22,18,12,4,-4,13,15,40,47,11,4,20,33,8,15,10,20,0
20140208,Suns,Warriors,122,109,16,16,14,2,2,4,33,22,10,11,80,84,43,41,22,21,30,26,25,19,4,-4,12,12,45,34,9,5,21,25,11,8,17,12,0
20140208,Timberwolves,Trailblazers,110,117,17,28,7,12,5,7,33,37,14,22,97,82,40,40,25,30,34,38,25,29,-1,1,17,9,50,46,6,7,17,23,5,8,12,13,0
20140209,Cavaliers,Grizzlies,91,83,24,22,14,4,5,6,38,37,8,8,88,86,35,33,20,21,18,16,11,14,9,-9,10,9,48,46,6,8,20,14,10,3,13,14,0
20140209,Celtics,Mavericks,91,102,27,21,3,24,3,4,32,38,17,5,92,82,33,37,19,12,15,20,14,18,-6,6,11,10,43,48,5,6,27,23,11,10,10,9,0
20140209,Clippers,Seventysixers,123,78,33,16,56,0,9,4,48,24,25,19,89,100,50,27,20,16,17,25,14,21,39,-39,11,20,59,44,12,15,28,28,9,3,22,17,0
20140209,Lakers,Bulls,86,92,26,21,0,19,5,6,36,35,10,8,82,80,36,34,15,16,11,17,8,17,-6,6,7,8,43,43,7,13,19,22,6,7,18,14,0
20140209,Magic,Pacers,93,92,13,19,7,17,1,6,37,34,14,10,83,79,34,35,16,20,26,19,20,11,-9,9,11,7,48,41,9,6,12,24,5,11,13,15,0
20140209,Nets,Pelicans,93,81,20,20,27,0,6,2,38,26,10,10,66,83,35,30,24,25,29,27,17,15,23,-23,7,16,45,42,10,15,28,18,6,6,22,14,0
20140209,Thunder,Knicks,112,100,28,27,15,5,5,3,36,26,15,4,73,86,40,38,19,21,27,20,20,15,5,-5,5,12,41,38,6,6,27,24,12,9,10,12,0
20140209,Wizards,Kings,93,84,20,17,17,4,8,3,28,32,13,8,79,82,34,29,18,19,22,28,17,24,12,-12,10,17,38,49,9,9,21,11,8,2,14,18,0
20140210,Bucks,Celtics,86,102,17,25,7,17,4,6,28,29,15,13,72,88,31,42,19,22,25,14,18,11,-3,3,8,14,36,43,5,8,16,20,6,7,19,15,0
20140210,Pacers,Nuggets,119,80,21,17,39,1,8,1,43,21,6,3,80,89,46,28,18,23,26,26,23,18,21,-21,13,16,56,37,6,3,16,26,4,6,14,11,0
20140210,Pistons,Spurs,109,100,16,27,23,2,4,3,24,30,19,13,90,82,43,43,19,18,26,11,18,9,11,-11,18,8,42,38,13,2,16,17,5,5,11,19,0
20140210,Raptors,Pelicans,108,101,22,21,18,4,3,4,27,27,9,15,76,77,36,39,20,26,33,26,26,17,0,0,9,9,36,36,6,8,24,12,10,6,11,14,0
20140210,Timberwolves,Rockets,89,107,20,25,2,18,3,4,27,36,13,26,87,82,31,39,20,23,21,20,21,18,-9,9,16,10,43,46,8,10,25,27,6,11,16,17,0
20140210,Warriors,Seventysixers,123,80,24,15,49,0,11,2,47,31,23,11,88,90,43,33,20,21,30,17,25,12,33,-33,13,7,60,38,9,10,29,17,12,2,18,17,0
20140211,Hornets,Mavericks,114,89,42,20,27,5,7,4,32,26,6,14,82,82,45,37,15,15,15,12,12,10,14,-14,6,7,38,33,3,5,24,14,12,5,8,8,0
20140211,Bulls,Hawks,100,85,30,21,25,1,5,6,40,23,4,15,85,80,43,35,9,16,13,9,6,5,19,-19,17,5,57,28,6,9,20,23,8,10,14,10,0
20140211,Cavaliers,Kings,109,99,30,18,18,3,1,6,30,27,11,9,86,74,41,34,27,18,23,33,15,23,12,-12,15,9,45,36,8,4,21,26,12,8,12,14,0
20140211,Grizzlies,Wizards,92,89,16,14,16,3,4,7,31,28,15,17,70,74,33,34,19,20,27,20,23,14,13,-13,9,5,40,33,11,8,13,24,3,7,17,13,0
20140211,Lakers,Jazz,79,96,21,23,15,20,7,6,30,40,6,13,85,85,33,37,15,14,13,25,9,16,-11,11,10,15,40,55,6,10,16,17,4,6,11,11,0
20140211,Suns,Heat,97,103,20,14,12,7,6,1,30,32,21,20,76,76,35,36,23,17,17,30,15,22,3,-3,6,9,36,41,6,12,28,27,12,9,16,12,0
20140211,Trailblazers,Thunder,95,98,17,14,13,3,3,3,29,34,5,13,85,83,32,40,14,22,27,12,24,11,10,-10,13,10,42,44,9,8,23,14,7,7,17,16,0
20140212,Bucks,Pelicans,98,102,28,23,7,9,3,5,26,28,17,16,80,79,39,41,16,19,19,17,14,14,3,-3,8,10,34,38,3,9,16,13,6,6,11,10,0
20140212,Celtics,Spurs,92,104,24,24,2,18,2,2,29,34,11,13,80,82,37,41,15,19,17,14,12,13,-4,4,9,6,38,40,5,9,17,19,6,9,14,9,0
20140212,Clippers,Trailblazers,122,117,24,26,7,7,2,2,28,23,34,6,79,84,46,43,20,27,31,22,26,18,0,0,5,9,33,32,13,2,10,31,4,13,8,16,0
