Date,Team,O.Team,Points,O.Points,Assists,O.Assists,BiggestLead,O.BiggestLead,Blocks,O.Blocks,DefensiveRebounds,O.DefensiveRebounds,FastBreakPoints,O.FastBreakPoints,FieldGoalsAttempted,O.FieldGoalsAttempted,FieldGoalsMade,O.FieldGoalsMade,Fouls,O.Fouls,FreeThrowsAttempted,O.FreeThrowsAttempted,FreeThrowsMade,O.FreeThrowsMade,MarginAtTheHalf,O.MarginAtTheHalf,OffensiveRebounds,O.OffensiveRebounds,Rebounds,O.Rebounds,Steals,O.Steals,ThreePointersAttempted,O.ThreePointersAttempted,ThreePointersMade,O.ThreePointersMade,Turnovers,O.Turnovers,Playoffs
20061226,Wizards,Grizzlies,116,101,24,21,34,0,5,7,25,31,20,18,88,71,43,33,25,23,24,37,20,32,26,-26,9,12,34,43,13,7,18,12,10,3,14,25,0
20061227,Hornets,Wizards,107,114,19,17,5,16,4,1,30,32,10,9,91,68,39,36,33,25,31,48,24,35,-10,10,15,4,45,36,9,5,20,16,5,7,11,17,0
20061227,Bulls,Heat,109,103,23,27,20,3,7,4,31,25,13,7,81,85,39,39,19,32,38,21,26,13,12,-12,14,14,45,39,8,7,15,24,5,12,13,15,0
20061227,Clippers,Celtics,100,77,23,14,27,0,11,2,33,29,7,4,71,72,36,23,29,29,35,33,25,24,12,-12,12,13,45,42,11,6,7,14,3,7,10,17,0
20061227,Grizzlies,Bucks,96,112,27,27,1,25,5,2,27,28,14,16,81,90,39,44,23,21,25,19,14,15,-11,11,12,17,39,45,4,7,21,16,4,9,13,12,0
20061227,Hawks,Cavaliers,76,89,16,13,0,16,4,8,27,33,10,6,79,78,31,34,21,16,15,24,11,18,-13,13,12,12,39,45,16,13,17,6,3,3,22,19,0
20061227,Kings,Seventysixers,101,76,26,17,25,2,6,3,33,24,17,6,77,73,38,29,24,17,23,25,19,18,13,-13,7,8,40,32,8,4,16,3,6,0,6,13,0
20061227,Knicks,Pistons,151,145,24,22,11,5,5,6,36,29,19,4,87,123,49,54,29,40,63,36,48,30,1,-1,11,27,47,56,4,6,17,25,5,7,17,10,0
20061227,Magic,Lakers,93,106,18,22,12,16,6,5,22,27,14,13,79,76,35,38,25,24,31,27,22,24,1,-1,14,7,36,34,8,10,6,16,1,6,16,15,0
20061227,Nets,Rockets,71,96,19,23,0,27,3,6,24,40,20,12,73,74,24,33,17,20,23,21,20,18,-10,10,8,14,32,54,14,13,16,25,3,12,14,24,0
20061227,Raptors,Timberwolves,100,97,21,23,5,8,3,2,29,28,8,19,79,78,41,37,19,24,20,22,13,18,-4,4,9,8,38,36,3,7,11,15,5,5,12,11,0
20061227,Trailblazers,Pelicans,100,85,18,16,22,0,8,8,32,27,4,4,80,77,35,31,17,22,30,26,25,19,8,-8,16,14,48,41,6,3,14,13,5,4,12,10,0
20061228,Mavericks,Suns,101,99,21,24,13,9,2,2,26,32,15,9,85,72,35,37,22,27,29,21,23,16,3,-3,15,5,41,37,12,3,19,14,8,9,18,21,0
20061228,Nuggets,Supersonics,112,98,16,23,20,3,1,10,31,26,17,20,84,82,41,38,22,24,32,25,26,18,4,-4,15,7,46,33,7,12,14,14,4,4,22,19,0
20061228,Spurs,Jazz,106,83,19,18,31,3,8,4,35,30,11,8,80,71,40,30,25,27,28,32,20,19,15,-15,12,9,47,39,9,10,18,12,6,4,13,17,0
20061229,Hornets,Lakers,133,124,26,16,9,14,5,11,44,43,4,12,112,100,47,46,32,30,38,36,33,27,0,0,20,13,64,56,6,8,22,18,6,5,15,17,0
20061229,Cavaliers,Bucks,109,99,26,14,21,0,7,1,26,25,14,11,84,84,42,34,26,26,27,36,14,29,20,-20,14,19,40,44,8,5,22,14,11,2,17,19,0
20061229,Clippers,Kings,102,93,19,20,16,7,8,6,31,25,5,0,73,76,36,32,26,17,30,33,26,26,1,-1,7,9,38,34,6,8,10,15,4,3,17,11,0
20061229,Heat,Nets,81,91,14,22,6,18,10,3,28,29,10,17,72,73,32,34,20,21,21,17,14,15,4,-4,13,11,41,40,10,7,16,21,3,8,17,16,0
20061229,Pelicans,Nuggets,99,89,25,13,10,8,6,3,41,33,12,19,81,89,38,33,20,23,23,19,18,16,-4,4,6,13,47,46,8,9,10,26,5,7,17,14,0
20061229,Pistons,Pacers,92,93,15,24,15,14,8,6,39,29,12,9,83,84,35,34,21,19,22,24,16,19,-1,1,16,13,55,42,4,13,13,21,6,6,19,12,0
20061229,Raptors,Bulls,97,107,24,24,8,17,3,3,27,35,12,10,86,72,35,43,18,23,21,18,18,13,-8,8,13,3,40,38,9,8,26,14,9,8,18,20,0
20061229,Rockets,Hawks,94,68,18,13,30,4,2,1,37,27,2,2,71,72,36,25,24,26,29,30,15,18,14,-14,9,10,46,37,7,5,18,11,7,0,9,14,0
20061229,Suns,Knicks,108,86,25,11,24,0,9,3,27,32,15,4,87,91,43,34,17,18,11,21,10,15,17,-17,11,20,38,52,4,6,28,13,12,3,10,16,0
20061229,Timberwolves,Supersonics,101,82,26,18,28,0,8,3,45,28,10,6,82,88,41,31,21,19,22,21,16,17,17,-17,11,10,56,38,8,8,8,17,3,3,20,14,0
20061229,Trailblazers,Seventysixers,95,98,15,22,12,11,4,4,29,27,5,14,74,74,36,36,28,19,19,35,13,23,4,-4,8,8,37,35,5,8,20,7,10,3,15,8,0
20061229,Warriors,Celtics,110,100,28,21,14,3,9,5,26,26,32,12,83,82,38,36,24,25,35,30,27,23,5,-5,16,18,42,44,8,5,23,15,7,5,13,18,0
20061229,Wizards,Magic,112,111,18,23,9,10,4,1,28,21,14,20,70,81,38,42,22,32,41,25,33,19,-4,4,9,10,37,31,6,9,11,13,3,8,16,13,0
20061230,Bucks,Wizards,119,102,32,21,20,10,3,6,33,28,18,4,100,93,49,41,17,17,15,18,12,13,-3,3,16,16,49,44,4,4,31,22,9,7,6,10,0
20061230,Bulls,Cavaliers,103,96,24,16,17,7,5,5,28,27,10,5,89,86,44,39,16,19,23,15,15,10,3,-3,18,19,46,46,7,4,7,15,0,8,12,19,0
20061230,Grizzlies,Raptors,110,104,19,25,24,1,4,6,33,32,26,21,79,78,38,36,23,25,26,30,24,23,14,-14,8,8,41,40,7,13,21,27,10,9,21,18,0
20061230,Jazz,Trailblazers,96,86,24,16,24,3,6,6,32,26,13,7,77,76,39,35,19,25,22,23,16,12,14,-14,12,9,44,35,6,9,7,15,2,4,13,11,0
20061230,Kings,Warriors,119,96,23,17,38,6,7,4,36,31,13,7,84,92,38,34,23,26,39,31,33,20,31,-31,11,18,47,49,14,7,25,31,10,8,15,20,0
20061230,Magic,Heat,97,68,23,17,29,5,4,7,36,26,15,3,74,67,33,23,17,27,33,17,27,15,11,-11,10,7,46,33,7,4,13,16,4,7,8,15,0
20061230,Mavericks,Pelicans,94,80,23,13,26,1,6,1,32,35,4,1,79,69,35,28,23,25,24,29,19,22,12,-12,6,8,38,43,5,4,12,10,5,2,9,15,0
20061230,Nets,Timberwolves,100,92,28,26,14,1,1,4,25,22,6,8,76,69,40,34,25,20,16,25,12,21,6,-6,11,8,36,30,7,6,21,11,8,3,14,15,0
20061230,Pacers,Hornets,102,113,19,28,4,16,6,8,26,36,16,8,82,74,36,37,23,28,40,38,26,31,-4,4,12,9,38,45,5,5,17,12,4,8,9,13,0
20061231,Clippers,Knicks,90,80,22,18,24,0,16,2,30,23,11,4,65,84,33,29,24,22,21,25,20,19,13,-13,8,15,38,38,7,6,11,15,4,3,19,13,0
20061231,Lakers,Seventysixers,104,94,23,21,19,2,4,4,35,29,9,6,82,81,39,32,21,21,24,30,16,24,8,-8,13,14,48,43,5,8,24,14,10,6,11,9,0
20061231,Nuggets,Mavericks,85,89,17,23,10,9,6,8,30,37,23,17,80,81,30,34,21,23,30,21,24,16,6,-6,7,12,37,49,12,7,10,26,1,5,16,21,0
20061231,Pistons,Suns,101,108,21,30,5,12,5,3,32,30,14,16,85,80,42,40,17,15,18,23,16,19,-6,6,12,4,44,34,6,6,15,22,1,9,14,9,0
20061231,Rockets,Grizzlies,111,109,21,22,12,6,5,5,24,35,14,17,91,79,38,41,24,22,30,23,21,18,-1,1,20,10,44,45,8,4,31,16,14,9,10,17,0
20061231,Spurs,Hawks,95,81,20,19,16,7,4,3,32,27,23,6,80,74,37,29,20,25,27,19,19,17,3,-3,14,8,46,35,8,10,9,14,2,6,17,20,0
20061231,Supersonics,Celtics,101,95,22,13,17,0,4,6,32,26,8,12,74,88,40,37,21,19,18,21,17,17,9,-9,5,13,37,39,9,14,9,17,4,4,19,17,0
20070101,Hornets,Timberwolves,96,102,25,25,20,6,4,3,26,24,5,13,75,81,39,40,28,16,11,27,8,18,8,-8,10,14,36,38,5,4,19,7,10,4,16,11,0
20070101,Trailblazers,Celtics,81,89,16,13,8,9,1,1,29,32,7,18,72,73,28,32,23,22,25,27,20,23,0,0,9,10,38,42,9,6,17,4,5,2,16,16,0
20070102,Bulls,Suns,96,97,21,24,16,2,4,3,40,27,8,10,77,87,37,36,20,19,22,25,18,18,12,-12,9,11,49,38,6,9,12,23,4,7,20,10,0
20070102,Cavaliers,Spurs,82,78,16,14,9,11,8,4,33,36,9,19,75,73,27,28,17,26,34,20,21,17,-7,7,11,9,44,45,12,8,18,19,7,5,14,17,0
20070102,Pelicans,Warriors,89,97,18,17,12,13,4,2,42,33,2,26,76,86,36,34,20,16,15,31,11,20,-4,4,7,13,49,46,3,10,17,29,6,9,16,6,0
20070102,Kings,Knicks,112,100,23,17,14,0,4,4,24,24,17,11,80,79,45,39,19,18,17,28,16,17,9,-9,6,17,30,41,11,8,15,14,6,5,11,19,0
20070102,Magic,Clippers,91,86,19,17,9,11,3,5,20,19,9,9,74,69,35,35,22,24,24,22,18,15,-7,7,18,9,38,28,8,8,10,7,3,1,18,18,0
20070102,Mavericks,Supersonics,112,88,15,15,25,6,4,5,37,22,18,18,80,76,35,32,21,30,43,25,34,16,0,0,21,8,58,30,5,4,23,16,8,8,7,6,0
20070102,Nuggets,Seventysixers,97,108,20,27,2,18,7,5,32,30,23,15,85,90,33,41,21,22,30,30,21,24,0,0,16,15,48,45,3,15,29,8,10,2,22,12,0
20070103,Celtics,Cavaliers,104,107,20,21,10,11,3,4,31,29,14,11,81,79,40,38,23,16,23,35,19,26,5,-5,8,11,39,40,6,10,19,13,5,5,15,14,0
20070103,Grizzlies,Warriors,144,135,38,33,10,8,11,7,34,27,25,36,95,101,53,48,17,26,35,24,26,21,-1,1,16,15,50,42,6,6,22,46,12,18,10,12,0
20070103,Heat,Clippers,95,110,23,24,2,29,5,5,22,31,10,13,87,76,38,46,16,23,16,21,12,16,-10,10,13,7,35,38,6,6,22,5,7,2,11,15,0
20070103,Jazz,Seventysixers,98,87,29,15,15,8,3,2,27,29,14,7,76,67,33,33,25,25,37,24,29,20,-4,4,13,6,40,35,10,8,11,5,3,1,13,22,0
20070103,Raptors,Suns,98,100,21,29,1,17,4,10,29,35,10,18,90,80,38,37,19,18,17,18,12,16,-15,15,15,7,44,42,13,9,19,25,10,10,15,18,0
20070103,Rockets,Supersonics,103,96,20,20,12,3,1,2,27,27,10,13,88,72,42,36,16,14,15,25,12,17,5,-5,14,5,41,32,4,6,21,21,7,7,8,8,0
20070103,Timberwolves,Spurs,103,101,26,16,17,4,7,7,33,28,10,6,77,87,37,37,23,20,29,25,28,21,13,-13,8,11,41,39,1,6,8,20,1,6,10,4,0
20070103,Trailblazers,Knicks,81,99,17,20,7,21,7,5,25,35,7,8,71,77,30,38,22,17,23,34,19,21,-9,9,6,16,31,51,5,7,12,12,2,2,11,11,0
20070103,Wizards,Bucks,108,105,32,26,8,9,5,6,32,28,11,24,93,89,46,43,15,12,12,17,7,12,-3,3,16,12,48,40,10,12,25,27,9,7,17,17,0
20070104,Pelicans,Pistons,68,92,13,17,3,26,3,3,31,42,6,13,88,76,29,35,20,13,9,23,6,18,-26,26,14,8,45,50,6,7,14,10,4,4,13,13,0
20070104,Kings,Lakers,128,132,21,23,4,21,1,4,25,35,11,6,84,88,41,46,38,42,58,44,43,31,-16,16,11,16,36,51,7,4,17,23,3,9,11,19,0
20070104,Mavericks,Pacers,100,91,13,17,11,9,4,7,27,34,16,14,82,81,38,35,23,21,24,24,20,19,-2,2,11,16,38,50,11,6,8,14,4,2,12,18,0
20070105,Bucks,Cavaliers,86,95,19,27,8,11,7,8,30,29,4,5,75,87,31,36,20,21,29,24,18,16,3,-3,9,18,39,47,6,4,18,18,6,7,10,9,0
20070105,Grizzlies,Celtics,119,128,32,25,8,16,9,4,26,22,13,15,80,80,45,46,23,26,29,39,23,27,0,0,7,10,33,32,4,9,20,15,6,9,19,15,0
20070105,Lakers,Nuggets,123,104,39,24,28,2,8,2,34,32,13,26,96,92,47,39,15,17,22,24,16,19,13,-13,14,17,48,49,7,12,28,16,13,7,13,14,0
20070105,Magic,Hornets,106,74,22,15,35,0,7,3,38,20,19,14,68,86,39,25,24,23,30,23,19,16,6,-6,7,16,45,36,8,6,15,24,9,8,20,11,0
20070105,Nets,Bulls,91,86,21,26,5,15,2,5,36,34,17,8,74,77,27,34,21,35,44,24,31,13,5,-5,15,7,51,41,13,8,23,17,6,5,19,19,0
20070105,Raptors,Hawks,105,94,23,12,18,0,3,2,23,21,7,8,73,64,40,32,25,25,27,31,18,27,10,-10,13,7,36,28,7,8,16,10,7,3,14,12,0
20070105,Rockets,Jazz,100,86,17,25,20,0,2,5,34,34,9,10,82,80,34,32,25,25,27,23,21,17,9,-9,14,9,48,43,7,1,30,16,11,5,7,13,0
20070105,Spurs,Mavericks,85,90,13,16,12,5,7,4,25,31,9,6,68,77,30,35,17,25,31,20,21,16,11,-11,8,10,33,41,5,5,12,14,4,4,10,10,0
20070105,Suns,Heat,108,80,20,17,28,7,1,1,27,32,16,2,76,66,36,29,17,19,29,20,25,17,15,-15,8,6,35,38,8,3,20,14,11,5,6,19,0
20070105,Supersonics,Knicks,93,111,23,20,0,26,4,5,21,26,11,10,83,80,36,41,24,19,25,23,19,19,-17,17,16,17,37,43,6,3,14,19,2,10,7,14,0
20070105,Timberwolves,Seventysixers,104,102,27,24,9,6,3,5,31,30,10,10,92,88,43,39,18,16,16,23,13,21,-4,4,12,12,43,42,7,6,16,9,5,3,16,14,0
20070105,Wizards,Clippers,116,105,26,19,19,13,11,4,29,35,39,15,93,87,48,38,22,16,20,30,15,25,9,-9,7,16,36,51,14,8,23,11,5,4,11,20,0
20070106,Bulls,Pistons,106,89,28,18,23,1,9,11,34,25,11,10,80,89,39,31,25,20,29,33,21,23,9,-9,12,20,46,45,7,6,17,10,7,4,15,13,0
20070106,Cavaliers,Nets,96,91,21,17,16,4,5,6,29,33,15,19,83,74,37,35,21,24,26,19,17,14,8,-8,14,7,43,40,7,5,13,22,5,7,11,16,0
20070106,Hawks,Clippers,86,74,16,13,12,2,1,1,30,27,0,4,73,70,31,28,24,22,29,22,21,15,6,-6,12,14,42,41,9,4,10,9,3,3,10,19,0
20070106,Pelicans,Pacers,93,100,18,13,3,9,4,4,26,27,10,2,72,70,33,33,29,28,30,32,22,28,-4,4,11,10,37,37,6,6,13,18,5,6,14,16,0
20070106,Kings,Trailblazers,105,110,19,14,9,6,5,6,33,34,11,11,83,88,37,36,27,26,31,34,22,30,-1,1,9,10,42,44,8,7,18,28,9,8,15,17,0
20070106,Nuggets,Jazz,84,96,16,26,0,19,4,4,31,32,13,17,75,83,29,38,19,26,31,17,21,14,-16,16,13,13,44,45,7,9,26,16,5,6,18,18,0
20070106,Warriors,Supersonics,108,104,23,27,9,9,5,4,29,35,15,25,84,78,42,37,19,33,34,23,18,18,-6,6,15,11,44,46,5,9,22,28,6,12,14,20,0
20070107,Grizzlies,Spurs,96,110,17,27,2,18,6,2,27,35,18,18,78,76,36,38,21,22,26,26,20,20,-12,12,9,4,36,39,10,13,17,29,4,14,14,15,0
20070107,Lakers,Mavericks,101,98,26,16,11,11,6,6,33,27,7,13,71,90,39,38,20,21,23,21,17,15,-3,3,2,14,35,41,4,9,13,20,6,7,13,9,0
20070107,Magic,Celtics,87,79,15,9,17,0,7,6,38,25,14,12,72,73,27,23,26,31,45,34,32,29,16,-16,13,6,51,31,9,10,5,18,1,4,21,17,0
20070107,Raptors,Wizards,116,111,27,19,22,4,3,2,30,29,7,20,92,80,47,35,25,24,22,41,16,31,6,-6,12,11,42,40,7,1,17,26,6,10,9,11,0
20070107,Suns,Warriors,128,105,34,10,30,6,5,4,35,36,17,29,104,85,54,37,24,22,13,35,8,27,8,-8,11,14,46,50,11,8,32,15,12,4,15,25,0
20070107,Timberwolves,Rockets,103,99,21,13,11,5,3,2,38,31,4,6,79,93,32,39,16,28,40,19,34,12,4,-4,11,12,49,43,7,8,11,29,5,9,13,11,0
20070107,Trailblazers,Heat,90,93,24,13,16,4,4,6,25,26,2,6,89,69,39,32,26,13,7,30,5,25,8,-8,16,9,41,35,6,7,20,12,7,4,11,12,0
20070108,Bulls,Rockets,77,84,17,21,12,8,3,5,35,39,8,2,82,87,30,34,15,16,16,11,14,8,10,-10,10,12,45,51,6,9,15,32,3,8,12,13,0
20070108,Pelicans,Clippers,90,100,24,19,13,13,2,2,25,30,6,19,75,84,33,37,21,20,24,21,20,19,2,-2,9,15,34,45,7,8,14,16,4,7,15,13,0
20070108,Nuggets,Bucks,104,92,23,24,14,0,8,2,37,29,23,13,79,96,35,37,19,26,36,21,27,14,11,-11,15,18,52,47,8,8,17,15,7,4,16,10,0
20070109,Grizzlies,Lakers,128,118,22,22,24,10,8,7,36,28,39,10,87,90,43,38,22,31,49,34,36,31,-5,5,14,11,50,39,12,12,20,31,6,11,19,17,0
20070109,Jazz,Mavericks,105,108,21,14,8,7,0,3,21,25,10,16,67,70,34,37,30,26,40,35,33,29,8,-8,7,8,28,33,11,7,11,13,4,5,21,21,0
20070109,Kings,Cavaliers,98,108,23,20,17,16,3,4,29,24,11,16,69,94,33,42,21,24,33,20,26,16,15,-15,9,20,38,44,6,8,18,21,6,8,13,10,0
20070109,Nets,Raptors,101,86,27,25,19,6,2,1,36,30,20,6,80,70,40,30,22,17,18,23,13,19,-1,1,9,5,45,35,5,6,17,20,8,7,14,17,0
20070109,Pacers,Hawks,91,72,23,13,21,5,9,7,34,26,18,6,85,78,36,25,24,22,17,24,13,19,5,-5,20,17,54,43,8,8,18,8,6,3,17,15,0
20070109,Seventysixers,Pistons,89,98,24,32,2,18,4,4,22,27,15,8,83,71,38,40,12,18,17,14,11,12,-3,3,17,7,39,34,8,7,8,17,2,6,13,16,0
20070109,Spurs,Trailblazers,98,84,18,13,19,4,4,1,22,20,16,6,68,71,33,32,23,20,26,22,21,17,7,-7,12,14,34,34,10,8,21,13,11,3,14,17,0
20070109,Suns,Supersonics,113,102,27,26,16,10,4,3,38,32,20,16,80,94,46,42,12,16,19,17,13,13,-2,2,4,13,42,45,4,9,16,17,8,5,14,10,0
20070110,Bucks,Raptors,77,90,19,23,10,15,2,9,30,27,4,8,76,73,32,32,17,21,17,20,11,19,-8,8,15,7,45,34,3,9,16,17,2,7,16,13,0
20070110,Celtics,Pacers,84,97,17,23,9,18,3,6,31,29,14,9,70,83,29,36,19,19,33,23,25,19,0,0,9,14,40,43,9,7,11,17,1,6,19,15,0
20070110,Hawks,Pelicans,77,96,18,20,5,27,0,4,30,38,17,11,90,65,30,34,24,15,17,26,14,19,-5,5,13,3,43,41,12,5,11,16,3,9,10,21,0
20070110,Knicks,Seventysixers,106,99,23,19,24,0,0,3,29,20,5,4,64,88,34,39,22,25,39,19,29,17,19,-19,9,15,38,35,9,10,19,14,9,4,21,12,0
20070110,Mavericks,Trailblazers,99,74,23,12,26,0,4,3,32,25,13,7,68,71,35,28,23,20,20,24,19,18,13,-13,8,12,40,37,8,5,16,11,10,0,14,13,0
20070110,Nuggets,Spurs,83,92,15,23,8,9,2,9,34,35,17,9,77,83,35,40,19,16,15,21,11,9,1,-1,7,11,41,46,5,11,9,15,2,3,17,10,0
20070110,Pistons,Hornets,96,103,17,18,9,13,7,3,21,34,17,12,82,70,34,33,22,24,28,38,22,32,-10,10,12,10,33,44,8,7,14,15,6,5,10,15,0
20070110,Rockets,Lakers,102,77,25,14,26,6,6,3,40,36,16,4,95,76,42,26,23,12,10,25,6,22,1,-1,16,7,56,43,8,3,36,18,12,3,9,12,0
20070110,Supersonics,Heat,103,107,27,28,10,7,1,5,29,29,10,14,86,74,41,39,24,18,20,30,16,23,7,-7,12,7,41,36,5,6,16,13,5,6,11,8,0
20070110,Timberwolves,Clippers,91,92,29,22,7,6,4,7,33,33,4,8,81,76,37,35,20,19,18,22,12,19,-1,1,7,7,40,40,4,4,17,7,5,3,11,14,0
20070110,Warriors,Magic,76,91,20,20,7,20,7,6,35,32,18,6,76,84,28,34,24,19,27,33,15,17,5,-5,10,20,45,52,10,11,17,14,5,6,18,14,0
20070110,Wizards,Bulls,113,103,20,24,15,9,5,5,27,30,17,17,86,76,38,32,25,23,33,27,28,26,3,-3,13,10,40,40,10,5,18,27,9,13,8,19,0
20070111,Bulls,Nets,83,86,17,19,18,7,8,4,35,35,15,9,77,77,29,29,25,13,18,34,16,23,14,-14,6,16,41,51,6,6,27,19,9,5,12,12,0
20070111,Suns,Cavaliers,109,90,36,12,32,2,7,4,37,31,34,3,89,95,43,36,19,18,21,17,17,9,26,-26,13,15,50,46,11,7,19,28,6,9,13,16,0
20070112,Celtics,Raptors,86,95,18,19,5,17,2,6,32,32,10,10,77,71,31,32,26,17,27,32,18,26,-1,1,12,5,44,37,10,8,18,11,6,5,21,13,0
20070112,Grizzlies,Timberwolves,110,116,28,23,0,22,3,6,25,28,10,2,78,81,40,42,24,30,31,27,26,26,-15,15,7,13,32,41,7,4,11,10,4,6,9,14,0
20070112,Hawks,Pistons,99,93,26,21,14,1,7,6,28,24,7,13,74,81,37,35,20,20,22,23,16,18,7,-7,14,14,42,38,8,5,19,13,9,5,14,10,0
20070112,Pelicans,Wizards,104,97,23,18,9,10,2,2,25,20,6,23,77,79,42,37,19,20,14,18,12,16,0,0,12,11,37,31,5,13,16,22,8,7,21,16,0
20070112,Knicks,Hornets,110,126,22,30,9,16,2,10,27,26,14,6,85,81,40,48,19,25,32,27,23,20,-1,1,17,3,44,29,8,8,14,18,7,10,16,10,0
20070112,Lakers,Magic,109,106,26,27,7,6,10,7,32,28,10,6,77,75,38,38,27,29,35,39,26,25,2,-2,9,10,41,38,6,5,18,12,7,5,9,12,0
20070112,Nuggets,Rockets,86,90,17,24,6,9,5,4,38,37,11,12,92,75,32,32,20,16,17,28,13,16,-3,3,13,4,51,41,5,8,28,25,9,10,13,9,0
20070112,Pacers,Mavericks,113,115,20,16,11,3,6,7,30,31,19,16,82,88,36,37,35,32,46,45,36,35,7,-7,18,16,48,47,7,7,11,20,5,6,14,9,0
20070112,Seventysixers,Bucks,110,97,28,23,16,14,5,5,25,29,23,13,79,88,39,42,16,20,30,12,25,9,-8,8,10,16,35,45,8,5,15,16,7,4,10,15,0
20070112,Supersonics,Jazz,122,114,24,26,8,14,7,4,30,31,13,13,85,85,38,42,28,31,41,37,37,28,-4,4,12,11,42,42,9,10,19,12,9,2,13,16,0
20070112,Trailblazers,Kings,95,87,23,20,13,11,6,2,26,29,8,2,77,68,38,33,32,22,23,25,13,16,2,-2,12,6,38,35,10,4,17,10,6,5,19,21,0
20070112,Warriors,Heat,96,118,22,36,6,28,3,9,28,44,25,15,86,85,36,45,18,25,33,19,18,15,-10,10,12,12,40,56,10,8,22,30,6,13,13,19,0
20070113,Hornets,Seventysixers,89,83,19,12,17,2,4,4,30,36,6,8,81,73,31,29,26,19,22,33,19,23,8,-8,10,10,40,46,12,2,18,7,8,2,14,18,0
20070113,Bulls,Grizzlies,111,66,35,14,46,0,11,6,43,29,21,10,91,69,44,21,31,23,19,37,15,23,33,-33,16,8,59,37,15,5,15,7,8,1,16,25,0
20070113,Clippers,Cavaliers,92,104,23,19,8,20,4,0,31,28,2,5,71,78,33,39,24,22,28,33,23,23,1,-1,6,10,37,38,3,7,7,10,3,3,14,8,0
20070113,Jazz,Heat,110,119,21,19,0,22,1,6,21,24,10,8,67,63,35,32,31,34,54,45,37,42,-16,16,11,4,32,28,7,12,8,23,3,13,19,14,0
20070113,Kings,Rockets,111,115,21,26,7,7,3,1,35,31,5,3,73,88,37,39,29,28,41,28,32,25,6,-6,6,9,41,40,3,3,17,31,5,12,13,9,0
20070113,Pistons,Celtics,81,73,17,14,10,5,9,8,33,35,12,2,85,81,29,29,13,16,26,14,17,12,6,-6,14,12,47,47,9,5,16,12,6,3,9,15,0
20070113,Spurs,Wizards,93,80,22,8,21,0,7,6,42,25,15,14,79,87,35,27,22,21,22,33,18,23,6,-6,11,19,53,44,9,14,17,13,5,3,22,16,0
20070113,Suns,Magic,107,101,26,15,18,5,2,7,34,28,20,11,81,82,43,38,20,20,16,20,12,16,11,-11,9,10,43,38,5,5,25,17,9,9,16,11,0
20070113,Timberwolves,Nets,109,98,21,26,11,10,3,2,28,19,5,12,65,82,37,40,25,27,35,14,32,11,-2,2,8,11,36,30,6,13,8,16,3,7,21,17,0
20070114,Raptors,Mavericks,96,97,19,20,16,1,5,4,30,27,12,5,70,87,34,35,11,17,24,19,21,17,11,-11,4,14,34,41,6,10,13,23,7,10,14,11,0
20070114,Trailblazers,Nuggets,93,109,22,22,8,17,7,2,22,29,13,10,81,77,35,38,23,21,21,26,14,23,7,-7,13,12,35,41,9,11,23,20,9,10,17,20,0
20070115,Hornets,Bucks,91,99,20,21,5,12,6,4,25,27,2,14,81,81,32,38,21,21,28,25,22,17,-1,1,21,17,46,44,7,5,21,17,5,6,13,11,0
20070115,Bulls,Spurs,99,87,18,18,17,7,7,4,34,28,7,7,83,86,41,34,23,22,16,19,12,13,7,-7,11,15,45,43,4,7,16,23,5,6,13,14,0
20070115,Grizzlies,Suns,122,137,29,36,5,22,3,2,27,28,22,36,84,90,49,50,20,17,17,28,15,23,-4,4,5,10,32,38,8,9,24,34,9,14,20,13,0
20070115,Hawks,Celtics,100,96,23,16,14,1,9,6,24,26,14,10,79,75,39,34,18,23,25,23,19,19,7,-7,15,12,39,38,11,7,11,17,3,9,16,20,0
20070115,Knicks,Kings,102,97,24,17,6,6,4,2,34,23,3,7,75,78,36,36,21,22,31,28,24,19,2,-2,10,12,44,35,11,13,19,20,6,6,18,16,0
20070115,Lakers,Heat,124,118,34,32,10,3,7,7,32,35,4,18,99,87,48,43,22,24,20,31,14,23,2,-2,13,11,45,46,2,7,25,26,14,9,11,11,0
20070115,Nets,Pacers,105,95,29,22,27,6,3,6,29,32,11,16,84,77,40,31,26,21,22,36,13,26,21,-21,12,12,41,44,6,4,23,22,12,7,9,15,0
20070115,Pistons,Timberwolves,90,94,26,19,5,11,5,5,25,32,14,4,89,83,38,37,22,17,14,18,11,15,1,-1,12,16,37,48,11,9,14,8,3,5,13,17,0
20070115,Seventysixers,Raptors,86,104,23,23,8,25,2,2,27,31,23,16,74,72,35,39,21,21,18,24,13,19,-6,6,7,7,34,38,9,9,9,20,3,7,20,16,0
20070115,Warriors,Clippers,108,93,24,27,17,6,4,6,34,39,26,16,92,92,39,39,23,22,37,21,25,13,9,-9,20,16,54,55,13,6,21,9,5,2,15,19,0
20070115,Wizards,Jazz,114,111,18,26,7,16,4,2,25,29,14,10,75,86,34,39,27,29,40,31,37,27,-10,10,14,17,39,46,7,6,19,19,9,6,13,11,0
20070116,Pelicans,Magic,84,78,11,15,10,6,5,6,37,37,8,4,80,83,30,29,19,17,23,23,20,15,5,-5,11,12,48,49,6,8,17,15,4,5,16,16,0
20070116,Mavericks,Rockets,109,96,24,16,15,13,5,3,29,24,8,12,84,75,41,34,16,15,17,26,16,20,-6,6,15,8,44,32,5,5,26,21,11,8,12,9,0
